cost,prize,profit,draws,h61,h60,h51
214500,37700.0,-176800.0,1384,0,0,0
214500,34700.0,-179800.0,1384,0,0,0
214500,40200.0,-174300.0,1384,0,0,0
214500,40000.0,-174500.0,1384,0,0,0
214500,43200.0,-171300.0,1384,0,0,0
214500,34200.0,-180300.0,1384,0,0,0
214500,35100.0,-179400.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,191000.0,-23500.0,1384,0,0,1
214500,37700.0,-176800.0,1384,0,0,0
214500,39100.0,-175400.0,1384,0,0,0
214500,37200.0,-177300.0,1384,0,0,0
214500,38300.0,-176200.0,1384,0,0,0
214500,43000.0,-171500.0,1384,0,0,0
214500,39200.0,-175300.0,1384,0,0,0
214500,35900.0,-178600.0,1384,0,0,0
214500,42200.0,-172300.0,1384,0,0,0
214500,344800.0,130300.0,1384,0,0,2
214500,50800.0,-163700.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,34700.0,-179800.0,1384,0,0,0
214500,41200.0,-173300.0,1384,0,0,0
214500,43700.0,-170800.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,34400.0,-180100.0,1384,0,0,0
214500,38200.0,-176300.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,34500.0,-180000.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,40300.0,-174200.0,1384,0,0,0
214500,40400.0,-174100.0,1384,0,0,0
214500,61400.0,-153100.0,1384,0,0,0
214500,36600.0,-177900.0,1384,0,0,0
214500,36900.0,-177600.0,1384,0,0,0
214500,52500.0,-162000.0,1384,0,0,0
214500,32900.0,-181600.0,1384,0,0,0
214500,44000.0,-170500.0,1384,0,0,0
214500,57900.0,-156600.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,38700.0,-175800.0,1384,0,0,0
214500,36200.0,-178300.0,1384,0,0,0
214500,46300.0,-168200.0,1384,0,0,0
214500,42900.0,-171600.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,48100.0,-166400.0,1384,0,0,0
214500,34400.0,-180100.0,1384,0,0,0
214500,35900.0,-178600.0,1384,0,0,0
214500,37200.0,-177300.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,191900.0,-22600.0,1384,0,0,1
214500,36300.0,-178200.0,1384,0,0,0
214500,66100.0,-148400.0,1384,0,0,0
214500,44500.0,-170000.0,1384,0,0,0
214500,63200.0,-151300.0,1384,0,0,0
214500,39800.0,-174700.0,1384,0,0,0
214500,41500.0,-173000.0,1384,0,0,0
214500,39400.0,-175100.0,1384,0,0,0
214500,36900.0,-177600.0,1384,0,0,0
214500,41200.0,-173300.0,1384,0,0,0
214500,37300.0,-177200.0,1384,0,0,0
214500,37400.0,-177100.0,1384,0,0,0
214500,38500.0,-176000.0,1384,0,0,0
214500,34300.0,-180200.0,1384,0,0,0
214500,57100.0,-157400.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,57300.0,-157200.0,1384,0,0,0
214500,41100.0,-173400.0,1384,0,0,0
214500,35100.0,-179400.0,1384,0,0,0
214500,45300.0,-169200.0,1384,0,0,0
214500,39600.0,-174900.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,41400.0,-173100.0,1384,0,0,0
214500,48300.0,-166200.0,1384,0,0,0
214500,41600.0,-172900.0,1384,0,0,0
214500,37400.0,-177100.0,1384,0,0,0
214500,44300.0,-170200.0,1384,0,0,0
214500,33500.0,-181000.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,39700.0,-174800.0,1384,0,0,0
214500,34600.0,-179900.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,34800.0,-179700.0,1384,0,0,0
214500,55700.0,-158800.0,1384,0,0,0
214500,35700.0,-178800.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,41200.0,-173300.0,1384,0,0,0
214500,53200.0,-161300.0,1384,0,0,0
214500,44000.0,-170500.0,1384,0,0,0
214500,53100.0,-161400.0,1384,0,0,0
214500,36600.0,-177900.0,1384,0,0,0
214500,39500.0,-175000.0,1384,0,0,0
214500,49000.0,-165500.0,1384,0,0,0
214500,44800.0,-169700.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,33100.0,-181400.0,1384,0,0,0
214500,34300.0,-180200.0,1384,0,0,0
214500,34700.0,-179800.0,1384,0,0,0
214500,38600.0,-175900.0,1384,0,0,0
214500,51700.0,-162800.0,1384,0,0,0
214500,41400.0,-173100.0,1384,0,0,0
214500,44600.0,-169900.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,33900.0,-180600.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,48400.0,-166100.0,1384,0,0,0
214500,36700.0,-177800.0,1384,0,0,0
214500,35600.0,-178900.0,1384,0,0,0
214500,35600.0,-178900.0,1384,0,0,0
214500,34000.0,-180500.0,1384,0,0,0
214500,55300.0,-159200.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,33200.0,-181300.0,1384,0,0,0
214500,49700.0,-164800.0,1384,0,0,0
214500,69600.0,-144900.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,34600.0,-179900.0,1384,0,0,0
214500,33000.0,-181500.0,1384,0,0,0
214500,42900.0,-171600.0,1384,0,0,0
214500,39900.0,-174600.0,1384,0,0,0
